stock_name,stock_code,article_date,article_title,article_nickname,article_content,article_comments,article_viewers,article_likes,article_dislikes,article_url,vote_election,vote_candidate,vote_category,vote_start_date,vote_end_date
넥스트아이,137940,2025-05-30,준석열 운지 ㅋ,hong****,"그러게 문수가 총리시켜 준다고 손길 내밀 때 잡았어야지 문수한테 계엄 책임을 따지려면 당대표 시절에 두창이한테 유리하게끔 경선룰 바꿔주고 두창이 위해 지원유세까지 다녔던 지가 더 책임이 큰 거 아닌가? ㅋ 국힘도 이제 찢과 두창이 동반청산하겠다고 하니, 지가 그렇게 증오하던 두창이도 나가리된 마당에 총리로 행정경험 쌓고 국힘 차차기나 노렸으면 이 주식도 가망이 있었을텐데 이젠 의원직 마저 잃게 생겼으니 준석열 정치인생은 지가 그렇게 존경한다던 뇌물현 따라서 좌도 우도 아닌 부엉이바위나 가게 생겼고 이 주식도 경남스틸꼴 나게 생겼다",[],58,1,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303553264&st=&sw=&page=23,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,준석이 기자회견 보면서,sinj****,느낀것 준석이 조만간 사퇴합니다 단일화 효과도 물건너갓고 제명만은 하지말라고 물밑 협상하고 사퇴합니다 제명은 글쎄? 그건 민주당이 맘데로 하는게 아니다 석아 민의란게 잇자나 동탄시민들도 지금 들끓는다던데,"['제명해고 중국으로 보내야함', '대선 끝났다 ㅎㅎ', '야당 21명 제명안 추진..제명 하려면 친한계 손잡으면 가능..그렇게 시작되면 친윤계 제거도 친한계 손잡으면 가능 이게 되겠냐? 이런 사례 만들면 나중에 민주당 의원 들도 역으로 당할 확률 많다 국회의원 밥그릇 이라 이건 민주당 내에서도 반대가 많을거라 실현 불가능하다']",117,1,3,https://finance.naver.com/item/board_read.naver?code=137940&nid=303552932&st=&sw=&page=23,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,젓쭌석열아 기자회견 그만해. 추해.,youn****,할수록 더 마이너스야. 넌 이제 끝났어.,['쫄은게 다 보이두만요'],69,4,4,https://finance.naver.com/item/board_read.naver?code=137940&nid=303552809&st=&sw=&page=23,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,윤석률당선 책임지십시오,rhkr****,외친 사람이 선건법위반이 되요 하고 끌고감!? 젓가락으로 하늘을 가려라 가려지나,[],35,1,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303551980&st=&sw=&page=23,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,준석아 계엄할 때 어디 가서 안 보이니??,hj******,씻으러. 인마.,[],39,2,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303551410&st=&sw=&page=23,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,시외 하락 준비.,hj******,준석이 기자회견 및 후보사퇴 발표.. 하한가 312원. 20분 남았네.,[],46,0,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303551320&st=&sw=&page=23,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,600원 언제오나여,dm******,네?,['이젠 의원직 마저 잃게 생긴 마당에 그 가격이 오겠어요? ㅋ'],60,0,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303551230&st=&sw=&page=23,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,선거 끝나면 올라가겠군,ch******,조금만 더 조정주세요~ 안티들 알바들 분발하샴!,[],31,0,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303551138&st=&sw=&page=23,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,한번만더 하한가,owh3****,부탁합니다,[],33,1,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303550943&st=&sw=&page=23,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,의원직까지 잃게 생겼네 ㅋ,hong****,좌도 우도 아닌 부엉이바위로 가는 노무현팔이 이준석의 정치인생 ㅋㅋㅋ,[],38,1,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303550890&st=&sw=&page=23,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,계엄때 집에 샤워하러 간 의원이 있다고?,jae2****,일분일초가 급한 계엄때 강남에서 술쳐마시다가 동탄집으로 가 샤워하고 옷챙기고 국회로 간 국회의원 자랑스런 젓가락 이준석,[],30,3,1,https://finance.naver.com/item/board_read.naver?code=137940&nid=303549933&st=&sw=&page=24,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,[삭제된 게시물의 답글]글싸지르는 꼬라지가,poil****,펨코스럽네..ㅉㅉㅉ,"['찢재명 지지자들 지들 이준석 까대는건 갠찮고 위선 줘언나 쩌네 ㅋㅋㅋㅋㅋ', '니 부모가 아무나 펨코 한다고 하라던?']",57,1,2,https://finance.naver.com/item/board_read.naver?code=137940&nid=303548966&st=&sw=&page=24,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,준석이가 대선토론에서 성급했지만,dydw****,"수원지방법원 2024고약10766 젤 순화해서 말하긴했네. 500만원 약식기소 판결문에 젓가락, 후장, 쓰리썸 등 젤 약한 표현을 쓰긴했네.","['쏴리질러 후장치기', '젓가락은 욕도 혐오도 아니지 남자들 아무도 비난안하는데 젓가락 꼽는거는 아무것도 아닌가봄?ㅋㅋ', '커뮤니티 보면 짐승같은 것들 싸질러놓은거 그거 대선 후보가 대통령뽑는 공중파 황금시간대 생중계서 팸코 뽕받아 내질렀뿟다 과거 언더 그룹 음방 생중계서 고추 내놓다가 퇴출당한거 같은 방송사고야 이거 회복어려워 지금처럼 쉴듯치다간 준서기 나락간다 한동훈이가 제일 좋아할거다']",122,4,7,https://finance.naver.com/item/board_read.naver?code=137940&nid=303548363&st=&sw=&page=24,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,이준석도 거품이 진짜 심하긴 했네.,mik8****,어떻게 이렇게 꽃놀이패인 포지션에서 지 손으로 무덤을 파고 들어가는 짓을 할 수 있을까.. 심지어 뭐 우발적 말실수 같은 것도 아니고 저런걸 사전에 준비해서 한거잖아. 진짜 소시오패스스럽긴하네. 하여튼 이번 젓가락사태로 이준석이 얼마나 올려치기된 정치인인지 여실히 드러났다고 본다.,"['그 와중에 현실파악 못하고 아직도 젓가락발언 잘했다고 어화둥둥하는 펨코애들도 참 ㅋㅋ 개딸 욕할 처지가 아니라니까~', '색색이 수준이 원래가 이정도 ㅋㅋㅋ']",102,8,2,https://finance.naver.com/item/board_read.naver?code=137940&nid=303546894&st=&sw=&page=24,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,성접대 준섹이는 젓가락 성애자,gyh2****,하한가 직행이다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,[],33,7,2,https://finance.naver.com/item/board_read.naver?code=137940&nid=303544955&st=&sw=&page=24,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,오늘추매했다,ccar****,두자리 득표율 나온다~,['학교 끝났니?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 학원가야지 줜만아 ㅋㅋㅋㅋ'],72,3,1,https://finance.naver.com/item/board_read.naver?code=137940&nid=303544901&st=&sw=&page=24,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,같이 주식하는 사람들끼리,hhhg****,놀리진 맙시다 ㅜㅜ,['준색이 디질때까지 계속댐'],62,0,1,https://finance.naver.com/item/board_read.naver?code=137940&nid=303544717&st=&sw=&page=24,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,현실정치그만두고 정치유튜버 하면 된다.,dach****,너 정치 유튜버하면 돈 마이 벌꺼다.. 내가 좋댓구알 해준다..,[],30,1,1,https://finance.naver.com/item/board_read.naver?code=137940&nid=303544087&st=&sw=&page=24,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,하루종일,sinj****,팸코랑 소통한다더니 대체 누구대가리에서 나온 전략이엇냐? 개장수 나락 보내네 석아 인간사 트릭으로 반전이 될거 같지? 아니다 하늘이 내려보고 땅이 쳐다보고 잇다 인간아 누나가 강추한다 이빨 잘까니까 유툽이나 해,"['얘는 찢 찬양하더니 이제 하루종일 준석이만 까네', '생각해보니 목소리랑 말투는 줘언나 패고 싶은 스타일이라 묵음처리하고 자막으로 해야할듯', '유투브는 얼굴이 줘언나 비호감이라 힘듭니다. 모자이크하면 가능']",95,4,1,https://finance.naver.com/item/board_read.naver?code=137940&nid=303542062&st=&sw=&page=24,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,이준석 국힘한테 빌어야겠네 ㅋㅋㅋㅋㅋ,djra****,안빌면 금뱃지 날아가네 ㅋㅋㅋㅋㅋㅋㅋㅋ 200석되면 끝남 사퇴해라멍청아 ㅋㅋ,['책임당원 입장에서 절대반대임. 어디 티비에서 젓가락 성드립이나 하는 넘을 국힘 전통보수에 받음?'],130,8,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303542041&st=&sw=&page=24,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,392원,ka******,쯤이 바닥인가 생각해봅니다. 그쯤 되면 만주 사볼까 합니다. 날리면 300원까지 지켜보려고..,['준묻어서 상폐다'],69,1,2,https://finance.naver.com/item/board_read.naver?code=137940&nid=303541783&st=&sw=&page=24,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,준천지 특징이 이준석을 무서워하거나,minj****,"질투해서 싫어하거나 까내린다고 생각함 ㅋㅋ 네거티브만하고 찌라시로 대선토론에서 특정해서 얘기도못할 없는얘기로똥뿌리고 자기 지역구에서 공약 못지키고 말할때 가르치듯하는거랑 눈빛 제스처 억지부리기 말지어내기등 비호감 투성이라 싫어하는거고 나이 어린걸로 정치쪽에서 띄워준걸로 살아남아서 유명해진건데 무슨 ㅋㅋ 대단한 능력있는거마냥 으스대는게 맘에 안들어하는 사람많은거임 커뮤하는 애들이 대부분 20,30남자라 이준석 지지하는사람 많은것 처럼 보이지만 실제로는 지지율 10프로 미만잡임",[],47,3,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303541129&st=&sw=&page=24,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,5시에 눈물의 동꼬쇼,big2****,58000% 눈물 짠다,"['ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 준슥이 기자회견 아무도 안보고 나중에 조롱만한느데 왜케 해대는겨 ㅋㅋㅋㅋㅋㅋ', '푸하하하 하버드 대학교 영어 잘하고머리 좋은척 토론회 지식 자랑 하다가 .제 무덤 스스로 삽질한 덩 신']",82,4,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303539390&st=&sw=&page=24,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,캬 존나 까불다가 펨코 뇌피셜에 조지네ㅋㅋㅋ,thie****,적당히 자기 어필하면서 신보수 세력 만들어서 다음 대선 노려볼만한데 이젠 의원직 제명당하고 나중에 이재명 대통령 되면 허위사실 유포로 고소 당하게 생겼네 ㅋㅋㅋㅋㅋㅋ 인생 진짜 개웃기다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,[],34,2,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303539377&st=&sw=&page=24,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,담주 상한가 가주나?ㅠㅠ,alex****,흠..포기..,[],35,0,1,https://finance.naver.com/item/board_read.naver?code=137940&nid=303538896&st=&sw=&page=24,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,아찔하다-20%에 던지고 ~,how2****,"여기머물러 이준석이 젓가락질에 쌈당할뻔 했네..후덜덜... 주주들 한테도 젓가락 갖다데니 원이거 무서워서,...",[],40,0,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303538592&st=&sw=&page=24,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,앞으로 이준석 조지기 들어갈거다.,kang****,"대통령 되기도 전에 조지자고 제명안을 올려? 민주당도 이번에 느꼈을거다. 이준석이만 쳐내면 앞으로 20년은 자기들이 주구장창 해먹을거란걸. 이준석이가 기존 보수표 + 2030 표 싹쓸이 해올때는 연전연패 했었거든. 이번 대선 기간에 진짜 위기의식 느낀거다. 보아하니 깜깜이 기간때 여론조사 돌리니까, 김문수 표는 콘크리트 거의 그대론데 이재명의 중도층 표심이 이준석이한테 갔겠지. 그게 아니면 이렇게까지 개발악 할 일인가? 1등이 2등 때려야지, 2등한테는 아예 관심도 없고 3등후보한테만 주구장창 난리 치는거 보면... 앞으로 죽이려고 별별짓 다할거다. 그거 살아남으면 별의 순간이 오는거고. 아니면 뭐 골로가는거고","['ㅋ 정신병자들 천지구나180석 민주당이3따리 개장수를? 이러니 개장수가 저런 뻘짓을 하는구나', '당장 김성진에게 받았다는 유성호텔도 해명못하고 있고.. 이준석 보좌진하고 김성진하고 나온 문자내용도 해명못하고 있는상태에서 연예인 또 끌고들어가려다가 그 팬들에게 욕먹는중인 정치인을 위해 조지기 들어갈 필요가 있나? 그냥 두어도 여기저기서 뇌물수수.. 상납.. 알아서 조사들어갈텐데.. 그나저나 보좌진과 김성진 문자에서 이준석 위해서 약 가져다 놓으라는것도 웃긴데.. 그 다음날 이준석이 페북에.. 아 ~ 살빠진다..;;;', '300원대 애괘리 쩌억', '먼 개소리야 등시세기야 ㅋㅋㅋ']",112,3,4,https://finance.naver.com/item/board_read.naver?code=137940&nid=303537909&st=&sw=&page=25,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,아니 거래돌려서 조작질하는거라 들어오지말라고 호구들아,swim****,돌려서 더내려가고 돌려서 넘기고 더내려가고 매일매일 조작질하면서 시마이하는거임,[],43,1,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303537898&st=&sw=&page=25,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,외국인 팔기 시작하면,big2****,지옥간다고 말 했다,[],22,0,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303537881&st=&sw=&page=25,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,이준석 연봉 약1억6천만원 ㅎㄷㄷ,dach****,국회의원 월급 개 쩐다 ㅎㄷㄷ,[],23,0,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303537860&st=&sw=&page=25,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,이제와서 울고불고 잘못했다 사과해도,thie****,소용없어요 응 니 제명 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,[],26,1,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303537792&st=&sw=&page=25,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,국회의원 제명되면 다음 선거 또 나올수 있남?,dach****,그런게 가능하냐????,"['한동훈이 국회의원 이였냐', '윤석열이 국회의원이었냐']",70,1,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303537582&st=&sw=&page=25,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,좋게 봤었는데 저렴하기가 참,vov_****,ㅉㅉ,[],31,0,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303537011&st=&sw=&page=25,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,이제는 놀리는 것도,cbs9****,미안할 정도로 하락만 하네ㅋㅋㅋ,['팸붤뢔들한테는 미안할 필요없음'],47,1,1,https://finance.naver.com/item/board_read.naver?code=137940&nid=303536008&st=&sw=&page=25,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,민주당이 국회 제명안 발의했네,kang****,방금전에 징계안 발의함 곧 김영삼처럼 별의순간 온다 미리미리 조금씩 모아가라 어제 절반 손절한 내가 말하기엔 웃기다만,['별의 순간에서 웃으면 됨? ㅋㅋㅋㅋ엌ㅋㅋㅋ'],106,1,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303535897&st=&sw=&page=25,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,이젠 모든것이,topo****,이젠 문수하고 단일화도 물건너 갔고 지금해봤자 준석이표 전부사표 처리되고 개혁당 선거비용 치루고나면 완전 쌍거지당될거고 무엇보다 걱정되는거 선거후 국회의원직 계속유지 할수있겠나 젊은혈기로 건들었어는 안되는 성문제까지 거론했다가 이번에 아주 확실히 물렸다 의원직상실되면 정치생명도 끝 제명이 대통되면 가만이 있겠나 준석아 이제와서 사과하고 용서를 구한들 무슨소용 있겠나 말한마디가 이 엄청난 후유증이 있어리라 상상도 못했다 아마도 12%선에서 지지표 끝날표가 이번일로 7%대로 떨어질거 같네,"['대선 완주해도 득표3~5%예상', '월요일은 300원대 진입튀어', '티안나게 재명이랑 붙어서 말도안되는 공격하고 단일화안하는거다 가장 이득을 많이볼수잇는 포지션에서 이득을봤을뿐']",131,0,2,https://finance.naver.com/item/board_read.naver?code=137940&nid=303534388&st=&sw=&page=25,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,사전 물밑접촉 시작,come****,"비서실장, 총리 뭐 약속?",[],28,0,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303534190&st=&sw=&page=25,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,거래 이렇게 계속 돌리면서 더내려가고 그러면,swim****,끝난거임 그냥 주가조작이라서,['월요일은 300원대 도달'],52,0,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303532984&st=&sw=&page=25,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,실체없는,sple****,정치 테마주. ㅠ,[],21,0,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303532713&st=&sw=&page=25,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,젓가락질 잘해야만 밥을 먹나요?,dach****,잘못해소 서툴러도 밥만 잘먹지,['그러나 주이사람 왜처먹냐 머라 막 때리조 창바지입고서'],43,2,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303531614&st=&sw=&page=25,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,탈출 못할정도로만 거래돌려서 호구들한테 넘기는거임,swim****,ㅎㅎㅎ 주가조작의 기본 재명이형이 되면 주가조작하면 그냥 사형 쳐하면됨,"['두둥월요일은 300원대 입 벌리고', '이런건 더 못해처먹게정리해야지 이게 주식임']",71,0,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303530555&st=&sw=&page=25,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,이자슥 세금체납해서,sopi****,집압류된적잇단다 당대표한다 바빠서 못냇단다 이정도면 아갈 찢어야 하는거 아이가,"['아과리를 꼬매야대 찢어도 말하면 어째', '당대표 얼마나 했다고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']",73,5,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303527582&st=&sw=&page=25,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,진심궁금쓰~~,ccar****,남자들은 젓가락 공격받았는데 아무반응 없노? ㅋㅋㄱ 기분좋니?ㅋㅋ,"['아니 이 팸휙벌례는 점심 시간되니까 또 오네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 학교에서 공부를 해야지 ㅋㅋㅋ 커서 준슥이 될래?', '준석이 괴로워하는 모습에 줘언나 재밌음 ㅋㅋㅋㅋㅋ']",71,1,3,https://finance.naver.com/item/board_read.naver?code=137940&nid=303526326&st=&sw=&page=26,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,금 요일확 정 >> 넥스트아이,lez7****,"보 고안보 고는자 유지 만난 리날 거에 요.. 어 차피받 ,는 거없 습니다 모 두제 대로모 르시는 거 같 아요 증 ,권 내 부─자통 해 넥스트아이관 한특 ,보받 았는데 막 받 은이내 용.. 심 상 치않 습니 다 [ 이공 ５９ *** ７７ 삼칠 ] > [ 넥스트아이 ] 만 보 ,,내고미 리대,,비하세 요",['제가 아는 내용인가 했는데 이거 완전 새롭네요... 진짜 처음 보는 거라 확실히 보는 게 중요할 거 같아요 ㅠㅠ'],58,2,1,https://finance.naver.com/item/board_read.naver?code=137940&nid=303524471&st=&sw=&page=26,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,준석아 엉덩이에 젓가락 꼽고 사죄해라,0082****,니 주주들다죽는다,"['이 것들에게 약을 먹인 놈들은 과연 호의호식하고들 있을까? 박원순이 장제원이 ..윤석열이 멸망, 이제 이재명이, 이재명의 콩가루 가족사는 사필귀정이겠고 본인은 밤마다 이불 속에서 끙끙 앓으며 괴로움과 공포에 밤 잠을 설치겠지.', '이런 것들이 살아있는 한, 민도의 평준화는 극히 힘들다. 니들은 이렇게 살다 죽어라.', '모친이, 마누라가 자식이 불쌍할 놈들 천지네. 이런 놈들의 얼굴은 어떤 꼬라지일까? 못배워처먹은 티를 이렇게 내고들 싶냐?', '준석이탓하지 마랔ㅋㅋㅋ', '넥스트 아이 도지출현악재 다 나옴 한동훈 조국 관련주에 비교 너무 폭락', '조국 대장주 화천기계 지금 52주신고가 돌파']",78,4,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303524073&st=&sw=&page=26,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,1951년생 김문수 ㅎㄷㄷ 나이 많네 와...,dach****,몇살이지그럼 75살이지????,['시체지 사실'],86,3,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303521187&st=&sw=&page=26,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,준석이 일마 사고쳤군,14******,개혁신당해체로 간다,['이동우에 비하면 새발의 피'],86,3,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303520665&st=&sw=&page=26,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,준석아 끝까지 가라,big2****,?이 응원한다 6 ~ 7% 예상한다,[],37,0,1,https://finance.naver.com/item/board_read.naver?code=137940&nid=303519884&st=&sw=&page=26,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,10년 보유한다 생각해라,ddao****,준서기가 대통령 한 번은 할 테니 그 전에 회사가 안 망하길 바래야지,"['내 준색색이보다 하루라도 더 살아서 그색마는 안찍을거 ㅋㅋㅋ', '젓준석이 대통령?ㅋㅋㅋㅋ', '상법이 개정되면 한국 증시에 악영향을 주는 좀비 기업들은 상폐 대상인걸 모르냐?', '10년 기다려도 안되는데 그럼 손주한테 물려주믄 되지 많이 사자', '5년 연속 적자아닌가요?', '명태균과 개혁신당 횡령, 배임 혐의에서 벗어난다면요...ㅎㅎ']",72,0,2,https://finance.naver.com/item/board_read.naver?code=137940&nid=303518029&st=&sw=&page=26,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,성접대 물타기하다 물에빠져 죽었네..,back****,성접대자료 나오니까 이재명아들 댓글로 물타기하다 펨코대통령에 당선되버린 개장수..ㅋㅋ,['이재명에 비하면 새발의 피'],48,1,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303517639&st=&sw=&page=26,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,이준석은 대선 이후부터 시작,ytmk****,내란세력 국힘은 무너지고 이준석 홍준표로 새로운 보수가 시작된다. 그때부터 이준석은 시작이다. 걱정마라.,"['ㅋㅋㅋㅋ 명태균 무시하냐? ㅋㅋㅋㅋ 문자, 육성 녹음 다 나오는데...둘이 손 잡고 감빵 가야할 상황인데 ㅋㅋㅋㅋ', '준슥이랑 홍준표는 명태균이랑 깜빵 가야지 ㅋㅋㅋㅋㅋㅋㅋㅋ', '펨코대통령 당선..']",89,0,4,https://finance.naver.com/item/board_read.naver?code=137940&nid=303516878&st=&sw=&page=26,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,씨알리스 관련주?,cbs9****,하락이 오래 간다.,[],26,2,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303516819&st=&sw=&page=26,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,불쌍해서 종목 추천하나 해준다,eg******,퓨런티어 사라. 6월 자율주행 재료인데 이거 한번은 쏠거야 형 말 믿고 얼른 사라.,[],35,0,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303515464&st=&sw=&page=26,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,점점 조여오는 젓가락 사퇴,my******,ㅋㅋ 사퇴겸 단일화 이준석의 큰그림 ㅋㅋㅋ 이러면 사퇴 핑계 명분도 있고 이재명 깔만큼 까고 실리도 챙길듯?,"['푸하하하 이재명 재판 받는거에 비하면준석이 재판 0이야', '다음 대선인맥주 조국.한동훈.이준석이 3사람이 핵심', '화천기계는 52주 신고가 근처태양 금속 5/7일 후보 탈락 하한가 급 하락후 주가 계속해서 올라 5/7일 폭락분 만회 준석이 차례']",70,2,1,https://finance.naver.com/item/board_read.naver?code=137940&nid=303514825&st=&sw=&page=26,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,점점 조여오는 젓가락 사퇴,big2****,여륵시 하버드라 다르네요 아무도 생각 못한,[],14,0,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303520139&st=&sw=&page=26,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,거래돌려서 기어들어오면 넘겨서 전보다,swim****,더내리고 무한반복이여,[],23,1,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303514239&st=&sw=&page=26,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,주가 살릴 방법은 딱 하나밖에 없다,55fl****,토론회에서 자신이 했던 발언 상세히 설명하면서 사과하고 깔끔히 사퇴하는거,[],34,2,0,https://finance.naver.com/item/board_read.naver?code=137940&nid=303513452&st=&sw=&page=26,21대,이준석,인맥주,2025-05-03,2025-06-10
넥스트아이,137940,2025-05-30,삼보산업. YBM넷,cbs9****,같은 이준석 관련주인데 오늘은 반등중. 넥스트아이는 이준석 아버지가 사외이사로 있는 찐 이준석 관련주라서 반등을 못함.,[],40,0,1,https://finance.naver.com/item/board_read.naver?code=137940&nid=303511326&st=&sw=&page=26,21대,이준석,인맥주,2025-05-03,2025-06-10
